,Tweet
3746,"A Pre Recruitment training cum entrance test practice on Agnipath scheme for local youth was organised at Magam.

#IndianArmy
#Agnipath
#Agniveer
#Kashmir
#ProsperousKashmir
#PeacefulKashmir https://t.co/kSguuox7M8"
3747,"A Pre Recruitment training cum entrance test practice on Agnipath scheme for local youth was organised at Magam.

#IndianArmy
#Agnipath
#Agniveer
#Kashmir
#ProsperousKashmir
#PeacefulKashmir https://t.co/Aw2S0pqxY5"
3748,"A Pre Recruitment training cum entrance test practice on Agnipath scheme for local youth was organised at Magam.

#IndianArmy
#Agnipath
#Agniveer
#Kashmir
#ProsperousKashmir
#PeacefulKashmir https://t.co/OPTmj8W7Gt"
3749,"Ace Shooter Subedar Chain Singh of Indian Army today inaugurated the Rajouri Wushu Championship here at Jammu &amp;Kasmir.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#GroovyMono𓃵 
#Ukraine 
#gistlovers 
#RishabhPant 
#SEVENTEENinNEWARK https://t.co/BP2EfNSwHs"
3750,"GOC Fire and Fury Corps inaugurated RGAZOM 90.8 MHz, First Community Radio Station of Jammu &amp;Kasmir. Broadcasting in Balti, Purgi, Hindi &amp; covering almost 40K population, it will provide a platform to showcase
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/KRwSm3TzNg"
3751,"@elizathaps @CaptainGzb Let it be,their will be only one rule for #OppositionUnity whoever win maximum seats he'll be contender for the post. Who's doing #BharatJodoYatra who taking stand against  #inflation #Employment #Agniveer #China #bilkishbano the list is too long where @RahulGandhi #StandAlone"
3752,"""Help one another; there’s no time like the present &amp; no present like time.""

#IndianArmy organised a multispeciality #medical camp at Rajouri benefitting 1700 people &amp; providing facilities of X-Ray, Ultrasound 
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/oJJnpoTUYK"
3753,"#IndianArmy #BhimberGaliBrigade
spreading awareness and encouraging #youth of District #Rajouri, on How to Join #Indian #Army #RishabhPant #دم_وفاء_الغامدي #AsiaCupT20 #Agniveer #AzadiKaAmritMahotsav https://t.co/9lTWWe48XP"
3754,#IndianArmy Organised #Agniveer Recruitment Training for #Indian #Army aspirants at #Markul #Lolab #kupwara.#agniveerrecruitment2022 #دم_وفاء_الغامدي #RishabhPant https://t.co/5SBKyFiV6o
3755,"IndianArmy Organised Agniveer Recruitment Training for Indian Army aspirants at Markul,Lolab kupwara.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#RishabhPant 
#GroovyMono𓃵 
#sellingcontent 
#ChampionsLeague https://t.co/RjN23zS9Qn"
3756,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/ixUcZpCJM4"
3757,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/R5Lnh2D9aT"
3758,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/1TBeMq5ntr"
3759,"After Agnipath, India is in need of a Nitipath for its civil services @livemint 

#NitiPath #AgniPath #Agniveer #AgnipathScheme"
3760,"Live a life less ordinary, Become an Agniveer - Agniveer Pre Recruitment Training and endurance practice underway at Langate RR Bn.
#Agniveer 
#Kashmir 
#NayaKashmir https://t.co/Nek8j3niJk"
3761,"Live a life less ordinary, Become an Agniveer - Agniveer Pre Recruitment Training and endurance practice underway at Langate RR Bn.
#Agniveer 
#Kashmir 
#NayaKashmir https://t.co/fcOxOejKwW"
3762,The PM @narendramodi is taking so much effort to implement NEP2020 which recommends entrance exams to be reformed to eliminate need for pvtcoaching. EM visiting pvtcoaching centre in Kota gives somuch negative signal.  Remember #Agniveer . @PMOIndia @mamidala90 https://t.co/z8ZtNAi50g
3763,"The brave and courageous women soldiers of Assam Rifles in #Kashmir! 

The women who aspire to join Armed Forces must take inspiration from them.

Take the full advantage of the #AgnipathScheme &amp; fulfill your dream of serving the nation. https://t.co/HeIbIC6gQg"
3764,"#Farmlaws &amp; #Agnipath If we don't embrace change, we will be left behind. Farms laws were futuristic &amp; could have helped farmers, next generation warfare will be through drones and technology, you need lean,mean fighting fit army but vested interest wants to derail our progress"
3765,"The brave and courageous women soldiers of Assam Rifles in #Kashmir! 

They serve as a source of inspiration for women folk in Kashmir aspiring to join Armed Forces as #Agniveers.

#AgnipathScheme https://t.co/EjqWQ0yy3A"
3766,The Indian Army is taking many such initiatives to guide the youth in Kashmir and prepare them for the qualifying process to join as #Agniveer under the #AgnipathScheme. https://t.co/0p5e8XVgcl
3767,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/70gExZOKGx"
3768,"@LambaAlka Big money involved.
पकड़ सको तो पकड़ लो.
One of the biggest scams ever happened in the history.
#agnipathscheme"
3769,"#Agnipathscheme  Toolkit Deactivated
#PresidentialElections2022  Toolkit Deactivated

Now New Toolkit Activated for all the Workless Sickular Libtards Twitterati 
#KartavyaPath https://t.co/3chkqJRU0m"
3770,"#agnipathrecruitmentscheme #agnipathscheme will end up being disastrous with such rage possibly erupting @ the end of their tenure, if they're not given permanent status in the forces

Stones, Lathi, Firing: Army Aspirants Clash In Madhya Pradesh's Morena

https://t.co/XEeymeZyXD"
3771,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/MZX2R43DGp"
3772,"Admission Open Now..
Limited Seat Available Apply Soon..!
Call For More Info : 📞7717798565

#itiadmission #trade #education #itiadmission2022 #Agniveer #indianarmy #agniveerrecruitment2022 #ITICollege #iticourse #iticollegeinpatna #iticollegeinbihar #bestinpatna #iticollege https://t.co/jkgTPI02YH"
3773,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/cDSxn1XNfW"
3774,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/G2rmkFOLVJ"
3775,"Mohan Bhag'wat has ran away from his statement. Proves RSS has been training ""Bhadwo ki Fauj"" instead of ""Bhagwadhari ki Fauj"".

This coward couldn't even waited for first batch of #Agniveer https://t.co/tW91H2OpgU https://t.co/zdMqJfr6ey"
3776,"Lecture &amp; discussion session organized by #IndianArmy at Govt High School #Nilnag, #Budgam District to motivate &amp; make the aspirants aware of #Agniveer scheme.
#Kashmir
#youth
#SayNoToDrugs
#education
#girlchildempowerment
@manojsinha_
@majorgauravarya
@FatimaDar_jk
#Facebook https://t.co/dNZPogsTbT"
3777,"Having announced #Agnipath to reform the recruitment of soldiers, the government now needs to bring in a similar scheme to reform the officer cadre, which, given its size, structure &amp; age profile, is ripe for reform: @LaxmanKBehera &amp; @Vinay_AFkaushal https://t.co/gbpTmME3Ef"
3778,"Two exactly opposite incidents.
Govt removing CISF from airport security.
Govt adding CISF for RSS headquarters.

As predicted, now govt will treat cisf as security guards.
And see Agniveers, your jobs lost already even before you start.

#cisf #Agniveer #PMModi"
3779,"n order to maintain peace &amp; harmony &amp; to strengthen the bond between locals &amp; the Army, Indianarmy organized an interaction with local youths of the area.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm https://t.co/llYKYISLVi"
3780,"SkillIndiaMission
indianarmy spreading awareness and encouraging youth of District Rajouri, on How to Join Indian Army
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm 
#Phyna𓃵 
#HaveFaith https://t.co/C8iulx8GpY"
3781,"Youth must become #Agniveer and serve Nation &amp; #IndianArmy will keeps on guiding them to join the right path in right manner. 
#agnipathscheme"
3782,#IndiaNepalFriendship gets a boost and direction with high level exchange between #Nepal’s leadership and #India’s CoAS General Manoj Pande. This should be an opportunity to strengthen Mil2Mil relations and gain understanding on India proposed #Agniveer recruitment. https://t.co/hXU7a7E8j9
3783,"Army chief General Manoj Pande reached Nepal on Sunday for a four-day official visit, which comes at a time Nepal suspended the recruitment of its youth by the Indian Army under the new Agnipath recruitment scheme. 

#indianarmychief #nepal #gorkharifles #agnipathscheme https://t.co/sn2m0dFXYa"
3784,"#Agniveer ek mjak 
With defence students. 
Movie creat krni chahiye sahab ne kashmir files creat krayi thi... https://t.co/sDtBi6PBmM"
3785,@really_raman @girirajsinghbjp #Agnipath Boycott #RSS-BJP #Agnipath#AndhBhakts https://t.co/YAUQ47Z7UW
3786,"Lecture &amp; discussion session organized by #IndianArmy at Govt High School #Nilnag, #Budgam District to motivate &amp; make the aspirants aware of #Agniveer scheme.
#Kashmir
#youth
#SayNoToDrugs
#education
#girlchildempowerment
@manojsinha_
@majorgauravarya 
@FatimaDar_jk 
#Facebook https://t.co/k6NsI3660o"
3787,"#Indianarmy conducted a Pre Recruitment training for local youth under #agnipathscheme at Delina, #Baramulla.

Indian Army committed to help and guide youth for their better future. 
#Kashmir https://t.co/HqBlcP7qur"
3788,"SkillIndiaMission
indianarmy spreading awareness and encouraging youth of District Rajouri, on How to Join Indian Army
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm 
#Phyna𓃵 
#HaveFaith 
#RuizOrtiz 
#The15thHeadies https://t.co/EjVbOqLVaV"
3789,"SkillIndiaMission
indianarmy spreading awareness and encouraging youth of District Rajouri, on How to Join Indian Army
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm 
#Phyna𓃵 
#HaveFaith 
#RuizOrtiz 
#The15thHeadies https://t.co/umx4uyswjt"
3790,"In order to maintain peace &amp; harmony &amp; to strengthen the bond between locals &amp; the Army, Indianarmy organized an interaction with local youths of the area.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm 
#Phyna𓃵 
 https://t.co/E24Hq1aFRd"
3791,"In order to maintain peace &amp; harmony &amp; to strengthen the bond between locals &amp; the Army, Indianarmy organized an interaction with local youths of the area.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm 
#Phyna𓃵 
 https://t.co/c34xdZZ0RB"
3792,"“After 4 yrs, retiring #Agniveer will be absorbed in different orgs of Central Armed Police Forces.”

Meanwhile, CAPF… 😄 https://t.co/MLssQ5hkuM https://t.co/3fAzx0Di7s"
3793,"Army at forefront to prepare youth to become #Agniveer!
A Pre Recruitment training was organized by #IndianArmy fr local youth under Agnipath scheme at Delina, #Baramulla
Youth were briefed about upcoming recruitment drive, all their queries &amp; doubts were cleared
#agnipathscheme https://t.co/GCSnmQTsMR"
3794,"#Indianarmy conducted a Pre Recruitment training for local youth under #Agnipathscheme at Delina.

Youth aspirants attended the training &amp; briefed about upcoming recruitment drive to increase their knowledge about the scheme to become #Agniveers 
#Kashmir https://t.co/lw8ZjaOdYr"
3795,"#IndianArmy organised an awareness program for local youth aspiring to join the Army as #Agniveer.
The #AgnipathScheme is an opportunity for the youth to gain employment, leading to youth empowerment.
The aim is to guide the youth for medical &amp; physical tests and written exam. https://t.co/Ysi7Bze9K4"
3796,"INDIAN ARMY CONDUCTS MOCK #RECRUITMENT #RALLY IN #AKHNOOR 
#IndianArmy 
#Agniveer 
#AgniveerRecruitment2022 
#DaemonTargaryen #earthquake #RishiSunak 
#MrunalThakur 
 #SitaRamamHindi https://t.co/Yoisq242jJ"
3797,"#IndianArmy organised a pre-recruitment training camp for the local youth at Delina, #Kashmir.
The aim was to provide insight into the recruitment process &amp; qualifying parameters to the youth aspiring to join the Army as #Agniveer under #AgnipathScheme.
#AgniveerRecruitment2022 https://t.co/UpCHP1PeeC"
3798,"AgnipathRecruitmentScheme 
#agnipathscheme #SupremeCourtruling 
#DontWorryDarling #gistlovers
#WWERaw #EastEnders #AEWAllOut
https://t.co/EogaS1Ro90"
3799,"AgnipathRecruitmentScheme 
#agnipathscheme #SupremeCourtruling 
#DontWorryDarling #gistlovers
#WWERaw #EastEnders #AEWAllOut
https://t.co/6ut7WeBK5E"
3800,"AgnipathRecruitmentScheme 
#agnipathscheme #SupremeCourtruling 
#DontWorryDarling #gistlovers
#WWERaw #EastEnders #AEWAllOut
https://t.co/vjdNhXrklB"
3801,"#Indianarmy conducted a Pre Recruitment trg for local youth under Agnipath scheme at Delina. Youth aspirants attended the training &amp; briefed about upcoming recruitment drive to increase their knowledge about #Agnipathscheme.
@RadioChinarFM
@RadioChinar
@GulzaarKash https://t.co/mqciga0Wqz"
3802,"To empower &amp; employ the local youths, An Awareness pgme on #Agniveer scheme was organized by #Indianarmy for local youth. 
The pgme focused upon various facts of scheme to incl, docu, medical,physical tests and written exam #AgniveerRecruitment2022 #BORNPINK #الكهرباء #شاهي_دباس https://t.co/ul4uAUyj3w"
3803,"In order to maintain peace &amp; harmony &amp; to strengthen the bond between locals &amp; the Army, Indianarmy organized an interaction with local youths of the area.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm 
#Phyna𓃵 
#RuizOrtiz 
#BORNPINK https://t.co/Dbxq9qTJHN"
3804,"SkillIndiaMission
indianarmy spreading awareness and encouraging youth of District Rajouri, on How to Join Indian Army
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#thunderstorm 
#Phyna𓃵 
#HaveFaith 
#RuizOrtiz 
#The15thHeadies https://t.co/31lb5oy8jD"
3805,"#IndianArmy Ace of Spades Gunners organised #Agniveer awareness drive for youth of Poonch followed by registration for upcoming recruitments.
#AgnipathScheme

@SpokespersonMoD
@adgpi
@OfficeOfLGJandK 
@PIBSrinagar 
@NorthernComd_IA https://t.co/0MlML3f48B"
